File, P1, P2, Date, Workers, Time Start, Time End, Collection, Magazine Name, Structure, Sheet Notes, Volume, Year, Date Start, Date End, Issue Start, Issue End, Type, Notes, Other Data
http://static.free-dissociation.com/magventory/mag-127.jpg, mkr, mgentile555, Feb 2; 2007, , , , new book shelf, Galileo Magazine of Science and Fiction, , , , 1979, jul, , 13, , B, "Special double issue" (one volume)
http://static.free-dissociation.com/magventory/mag-127.jpg, mkr, mgentile555, Feb 2; 2007, , , , new book shelf, Galileo Magazine of Science and Fiction, , , , 1979, sep, , 14, , B, "Special double issue" (one volume)
http://static.free-dissociation.com/magventory/mag-127.jpg, mkr, mgentile555, Feb 2; 2007, , , , new book shelf, Galileo Magazine of Science and Fiction, , , , 1979, nov, , 15, , B, "Special double issue" (one volume)
http://static.free-dissociation.com/magventory/mag-127.jpg, mkr, mgentile555, Feb 2; 2007, , , , new book shelf, Galileo Magazine of Science and Fiction, , , , 1980, jan, , 16, , B, "Special double issue" (one volume)
http://static.free-dissociation.com/magventory/mag-127.jpg, mkr, mgentile555, Feb 2; 2007, , , , new book shelf, Galileo Magazine of Science and Fiction, , , , 1980, mar, , 17, , B, "Special double issue" (one volume)
http://static.free-dissociation.com/magventory/mag-128.jpg, mkr, mgentile555, Feb 2; 2007, , , , "New book" shelf, Marion Zimmer Bradley's Fantasy Magazine, other; 3 times a year, , 4, 1992, winter, , 15/3, , B, one volume (A)
http://static.free-dissociation.com/magventory/mag-128.jpg, mkr, mgentile555, Feb 2; 2007, , , , "New book" shelf, Marion Zimmer Bradley's Fantasy Magazine, other; 3 times a year, , 3, 1992, spr/sum, , 16/4, , B, one volume (A)
http://static.free-dissociation.com/magventory/mag-128.jpg, mkr, mgentile555, Feb 2; 2007, , , , "New book" shelf, Marion Zimmer Bradley's Fantasy Magazine, other; 3 times a year, , 5, 1992, fall, , 17/1, , B, one volume (A)
http://static.free-dissociation.com/magventory/mag-128.jpg, mkr, mgentile555, Feb 2; 2007, , , , "New book" shelf, Marion Zimmer Bradley's Fantasy Magazine, other; 3 times a year, , 5, 1993, wint, , 18/2, , B, one volume (A)
http://static.free-dissociation.com/magventory/mag-128.jpg, mkr, mgentile555, Feb 2; 2007, , , , "New book" shelf, Marion Zimmer Bradley's Fantasy Magazine, other; 3 times a year, , 5, 1993, spr, , 19/3, , B, one volume (A)
http://static.free-dissociation.com/magventory/mag-128.jpg, mkr, mgentile555, Feb 2; 2007, , , , "New book" shelf, Marion Zimmer Bradley's Fantasy Magazine, other; 3 times a year, , 5, 1993, sum, , 20/4, , B, one volume (A)
