File, P1, P2, Date, Workers, Time Start, Time End, Collection, Magazine Name, Structure, Sheet Notes, Volume, Year, Date Start, Date End, Issue Start, Issue End, Type, Notes, Other Data
http://static.free-dissociation.com/magventory/mag-090.jpg, aclough, mgentile555, November 12 2006, JSB SIR, , , C/M, Small Randoms, , , , , 3/41, , 1-1, , U, Cosmic
http://static.free-dissociation.com/magventory/mag-090.jpg, aclough, mgentile555, November 12 2006, JSB SIR, , , C/M, Small Randoms, , , , , 5/77, 11/77, 1-1, 1-4, U, Cosmos Science Fiction and Fantasy (2 copies of 1-1)
http://static.free-dissociation.com/magventory/mag-090.jpg, aclough, mgentile555, November 12 2006, JSB SIR, , , C/M, Small Randoms, , , , 1952, 3, , , , U, Avon Science Fiction Reader
http://static.free-dissociation.com/magventory/mag-090.jpg, aclough, mgentile555, November 12 2006, JSB SIR, , , C/M, Small Randoms, , , , , 3/70, , 1-4, , U, Coven 13
http://static.free-dissociation.com/magventory/mag-090.jpg, aclough, mgentile555, November 12 2006, JSB SIR, , , C/M, Small Randoms, , , , , 1/53, 4/53, 1-1, 1-2, U, Avon Science Fiction and Fantasy Reader
http://static.free-dissociation.com/magventory/mag-090.jpg, aclough, mgentile555, November 12 2006, JSB SIR, , , C/M, Small Randoms, , , , , , , 1-1, , U, Borderland
http://static.free-dissociation.com/magventory/mag-090.jpg, aclough, mgentile555, November 12 2006, JSB SIR, , , C/M, Small Randoms, , , , , 9/65, , 1-8, , U, Borderline
http://static.free-dissociation.com/magventory/mag-090.jpg, aclough, mgentile555, November 12 2006, JSB SIR, , , C/M, Small Randoms, , , , , 2/47 3/48 3/49, , 1 8 10, , U, Avon Fantasy Reader (*Bimonthly)
http://static.free-dissociation.com/magventory/mag-090.jpg, aclough, mgentile555, November 12 2006, JSB SIR, , , C/M, Small Randoms, , , , , 1/50, , 1-2, , U, Captain Zero
http://static.free-dissociation.com/magventory/mag-090.jpg, aclough, mgentile555, November 12 2006, JSB SIR, , , C/M, Small Randoms, , , , , Spr 40, Sum 40, 1-2, 1-3, U, Captain Future
http://static.free-dissociation.com/magventory/mag-090.jpg, aclough, mgentile555, November 12 2006, JSB SIR, , , C/M, Small Randoms, , , , , Fall 78, Fall 79, 1-1, 1-4, U, Asimov's SF Adventure Magazine 2 copies sum '79
http://static.free-dissociation.com/magventory/mag-091.jpg, aclough, mgentile555, November 12 2006, JSB SIR, 1:36, , C/M, Beyond, Bimonthly, , , , 7/53, 9/53, 1-1, 1-2, U, 
http://static.free-dissociation.com/magventory/mag-091.jpg, aclough, mgentile555, November 12 2006, JSB SIR, 1:36, , C/M, Beyond, Bimonthly, , , , 1/54, 9/54, 1-4, 2-2, U, 
http://static.free-dissociation.com/magventory/mag-091.jpg, aclough, mgentile555, November 12 2006, JSB SIR, 1:36, , C/M, Beyond, Bimonthly, , , , 9/68, 10/8, 1-1, 1-2, U, 
http://static.free-dissociation.com/magventory/mag-091.jpg, aclough, mgentile555, November 12 2006, JSB SIR, 1:36, , C/M, Beyond, Bimonthly, , , , 12/67, , 1-1, , U, Beyond Infinity
http://static.free-dissociation.com/magventory/mag-092.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:48, 2:54, , Lows, Monthly, , , , Sept '93, Oct '93, 31-3, 31-4, U, 
http://static.free-dissociation.com/magventory/mag-092.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:48, 2:54, , Lows, Monthly, , , , Aug '94, , 33-2, , U, 
http://static.free-dissociation.com/magventory/mag-092.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:48, 2:54, , Lows, Monthly, , , , Oct 94, July 95, 33-4, 35-1, U, 
http://static.free-dissociation.com/magventory/mag-092.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:48, 2:54, , Lows, Monthly, , , , Sept '95, Nov '95, 35-3, 35-5, U, 
http://static.free-dissociation.com/magventory/mag-092.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:48, 2:54, , Lows, Monthly, , , , Aug '96, , 37-2, , U, 
http://static.free-dissociation.com/magventory/mag-092.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:48, 2:54, , Lows, Monthly, , , , Sept '96, , 37-3, , U, 
http://static.free-dissociation.com/magventory/mag-092.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:48, 2:54, , Lows, Monthly, , , , Dec '96, , 37-6, , U, 
http://static.free-dissociation.com/magventory/mag-092.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:48, 2:54, , Lows, Monthly, , , , Feb '97, Mar '97, 38-2, 38-3, U, 
http://static.free-dissociation.com/magventory/mag-092.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:48, 2:54, , Lows, Monthly, , , , May '97, June '97, 38-5, 38-6, U, 
http://static.free-dissociation.com/magventory/mag-092.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:48, 2:54, , Lows, Monthly, , , , Sept '97, , 39-3, , U, 
http://static.free-dissociation.com/magventory/mag-092.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:48, 2:54, , Lows, Monthly, , , , Nov '97, , 39-5, , U, 
http://static.free-dissociation.com/magventory/mag-092.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:48, 2:54, , Lows, Monthly, , , , Jan '98, , 40-1, , U, 
http://static.free-dissociation.com/magventory/mag-092.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:48, 2:54, , Lows, Monthly, , , , Jan '96, Nov '96, 36-1, 37-5, U, 
http://static.free-dissociation.com/magventory/mag-093.jpg, aclough, mgentile555, November 19 2006, JSB, 2:55, 3:07, , Various (all around m), , , , , summer 1966, Fall 1967, 13, 17, U, Magazine of Horror - quarterly
http://static.free-dissociation.com/magventory/mag-093.jpg, aclough, mgentile555, November 19 2006, JSB, 2:55, 3:07, , Various (all around m), , , , , June Aug Nov 1966, , 1-5, 6-1 2 4, U, Man from U.N.C.L.E - monthly
http://static.free-dissociation.com/magventory/mag-093.jpg, aclough, mgentile555, November 19 2006, JSB, 2:55, 3:07, , Various (all around m), , , , , Autumn 1989, , 2-2, , U, Marion Zimmer Bradley's Fantasy Magazine
http://static.free-dissociation.com/magventory/mag-093.jpg, aclough, mgentile555, November 19 2006, JSB, 2:55, 3:07, , Various (all around m), , , , , Nov '38, , 1-2, , U, Marvel Science Stories
http://static.free-dissociation.com/magventory/mag-093.jpg, aclough, mgentile555, November 19 2006, JSB, 2:55, 3:07, , Various (all around m), , , , , Nov 50, , 3-1, , U, Marvel Science Stories
http://static.free-dissociation.com/magventory/mag-093.jpg, aclough, mgentile555, November 19 2006, JSB, 2:55, 3:07, , Various (all around m), , , , , Feb '51, , 3-2, , U, Marvel Science Stories
http://static.free-dissociation.com/magventory/mag-093.jpg, aclough, mgentile555, November 19 2006, JSB, 2:55, 3:07, , Various (all around m), , , , , May '52, , 3-6, , U, Marvel Science Fiction
http://static.free-dissociation.com/magventory/mag-093.jpg, aclough, mgentile555, November 19 2006, JSB, 2:55, 3:07, , Various (all around m), , , , , Nov '77, , 14-3, , U, Medic & Nethisday
http://static.free-dissociation.com/magventory/mag-093.jpg, aclough, mgentile555, November 19 2006, JSB, 2:55, 3:07, , Various (all around m), , , , , , , 1, , U, The Most Thrilling Science Fiction Ever Tdd
http://static.free-dissociation.com/magventory/mag-093.jpg, aclough, mgentile555, November 19 2006, JSB, 2:55, 3:07, , Various (all around m), , , , , , Winter 1967, 3-7, , U, The Most Thrilling Science Fiction Ever Tdd
http://static.free-dissociation.com/magventory/mag-093.jpg, aclough, mgentile555, November 19 2006, JSB, 2:55, 3:07, , Various (all around m), , , , , Spring 1969, Summer 1969, 12, 13, U, The Most Thrilling Science Fiction Ever Tdd
http://static.free-dissociation.com/magventory/mag-093.jpg, aclough, mgentile555, November 19 2006, JSB, 2:55, 3:07, , Various (all around m), , , , , March 1952, , 1-3, , U, Mysterious Traveler Magazine
http://static.free-dissociation.com/magventory/mag-093.jpg, aclough, mgentile555, November 19 2006, JSB, 2:55, 3:07, , Various (all around m), , , , , Feb '55, , 8, , U, Mystic Magazine
http://static.free-dissociation.com/magventory/mag-093.jpg, aclough, mgentile555, November 19 2006, JSB, 2:55, 3:07, , Various (all around m), , , , , Aug '55, , 9, , U, Mystic Magazine
http://static.free-dissociation.com/magventory/mag-093.jpg, aclough, mgentile555, November 19 2006, JSB, 2:55, 3:07, , Various (all around m), , , , , Oct '55, , 12, , U, Mystic Magazine
http://static.free-dissociation.com/magventory/mag-093.jpg, aclough, mgentile555, November 19 2006, JSB, 2:55, 3:07, , Various (all around m), , , , , , , 7, , U, Nebula Science Fiction
http://static.free-dissociation.com/magventory/mag-093.jpg, aclough, mgentile555, November 19 2006, JSB, 2:55, 3:07, , Various (all around m), , , , , , , 17, , U, Nebula Science Fiction
http://static.free-dissociation.com/magventory/mag-093.jpg, aclough, mgentile555, November 19 2006, JSB, 2:55, 3:07, , Various (all around m), , , , , Oct ?WR June ???, , 31, , U, Nebula Science Fiction
http://static.free-dissociation.com/magventory/mag-093.jpg, aclough, mgentile555, November 19 2006, JSB, 2:55, 3:07, , Various (all around m), , , , , March '54 Nov '54, , 36, , U, Nebula Science Fiction
http://static.free-dissociation.com/magventory/mag-093.jpg, aclough, mgentile555, November 19 2006, JSB, 2:55, 3:07, , Various (all around m), , , , , June '54?, , 39, , U, Nebula Science Fiction
http://static.free-dissociation.com/magventory/mag-093.jpg, aclough, mgentile555, November 19 2006, JSB, 2:55, 3:07, , Various (all around m), , , , , Spring 1986, Fall 1989, 15, 25, U, Night Cry
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , 1949, , 2-4, , U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , Autumn 1951, , 4-11, , U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , Nov '52, , 5-14, , U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , May '54, , 23, , U, New Worlds Science Fiction (Monthly)
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , July '55, , 37, , U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , Sept '55, , 39, , U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , Dec '55, Feb '56, 42, 44, U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , Apr '56, , 46, , U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , Aug '56, , 50, , U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , Oct '56, , 52, , U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , Jan '57, May '57, 55, 59, U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , Sept '57, , 63, , U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , Mar '58, , 69, , U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , Oct '58, , 87, , U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , Mar 1960, Apr 1960, 1-1, 1-2, U, Weird Diff on US/UK pubications??
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , June 1960, Jul 1960, 1-4, 1-5, U, Weird Diff on US/UK pubications??
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , May 1960, , 94, , U, Weird Diff on US/UK pubications??
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , Dec 1960, , 101, , U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , Mar '61, , 104, , U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , May '61, , 106, , U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , Nov '61, Dec '61, 112, 113, U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , May '62, , 116, , U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , Aug '62, Feb '63, 121, 127, U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , Apr '63, Sept '63, 129, 124, U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , Sept '63, , 136, , U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , Feb '64, Mar '64, 139, 140, U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , Aug '65, , 153, , U, New Worlds SF -> New title
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , Oct '65, , 155, , U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , Dec '65, , 157, , U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , Jul '66, , 164, , U, 
http://static.free-dissociation.com/magventory/mag-094.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 3:08, 3:22, C/M, New Worlds -> New Worlds Science Fiction, , , , , , , 166, , U, 
http://static.free-dissociation.com/magventory/mag-095.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:24, 2:35, C/M, Fantastic, Montly, , , , Apr 1955, , 4-2, , U, 
http://static.free-dissociation.com/magventory/mag-095.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:24, 2:35, C/M, Fantastic, Montly, , , , June 1956, , 5-3, , U, 
http://static.free-dissociation.com/magventory/mag-095.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:24, 2:35, C/M, Fantastic, Montly, , , , Apr '57, , 6-3, , U, 
http://static.free-dissociation.com/magventory/mag-095.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:24, 2:35, C/M, Fantastic, Montly, , , , Dec '57, , 6-11, , U, 
http://static.free-dissociation.com/magventory/mag-095.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:24, 2:35, C/M, Fantastic, Montly, , , , July '58, , 7-7, , U, 
http://static.free-dissociation.com/magventory/mag-095.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:24, 2:35, C/M, Fantastic, Montly, , , , Aug '59, , 8-8, , U, 
http://static.free-dissociation.com/magventory/mag-095.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:24, 2:35, C/M, Fantastic, Montly, , , , Nov '59, , 8-11, , U, 
http://static.free-dissociation.com/magventory/mag-095.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:24, 2:35, C/M, Fantastic, Montly, , , , Feb '60, , 8-2, , U, Feb '60 - sept '60: Name is Fantastic Science Fiction Stories
http://static.free-dissociation.com/magventory/mag-095.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:24, 2:35, C/M, Fantastic, Montly, , , , Apr '60, May '60, 4-4, 4-5, U, 
http://static.free-dissociation.com/magventory/mag-095.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:24, 2:35, C/M, Fantastic, Montly, , , , July '60, , 9-7, , U, 
http://static.free-dissociation.com/magventory/mag-095.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:24, 2:35, C/M, Fantastic, Montly, , , , Aug '60, Dec '60, 9-8, 9-12, U, Oct '60 - June '65: Name is Fantastic Stories of Imagination
http://static.free-dissociation.com/magventory/mag-095.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:24, 2:35, C/M, Fantastic, Montly, , , , Jan '61, Dec '61, 10-1, 10-12, U, 
http://static.free-dissociation.com/magventory/mag-095.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:24, 2:35, C/M, Fantastic, Montly, , , , Jan '62, Dec '62, 11-1, 11-12, U, 2 copies of July; September
http://static.free-dissociation.com/magventory/mag-095.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:24, 2:35, C/M, Fantastic, Montly, , , , Jan '63, June '63, 12-1, 12-6, U, 
http://static.free-dissociation.com/magventory/mag-095.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:24, 2:35, C/M, Fantastic, Montly, , , , Aug '63, Dec '3, 12-8, 12-12, U, 
http://static.free-dissociation.com/magventory/mag-095.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:24, 2:35, C/M, Fantastic, Montly, , , , Mar '64, July '64, 13-3, 13-7, U, 
http://static.free-dissociation.com/magventory/mag-095.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:24, 2:35, C/M, Fantastic, Montly, , , , Oct '64, Dec '64, 13-10, 13-12, U, 2 copies of 13-10 oct '64
http://static.free-dissociation.com/magventory/mag-095.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:24, 2:35, C/M, Fantastic, Montly, , , , Feb '65, , 14-2, , U, 
http://static.free-dissociation.com/magventory/mag-095.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:24, 2:35, C/M, Fantastic, Montly, , , , May '65, June '65, 14-5, 14-6, U, 
http://static.free-dissociation.com/magventory/mag-095.jpg, aclough, mgentile555, November 19 2006, JSB SIR, 2:24, 2:35, C/M, Fantastic, Montly, , , , Sept '65, May '66, 13-1, 15-5, U, Numbering System change : also new Bimonthly; name change as Fantastic Stories
http://static.free-dissociation.com/magventory/mag-096.jpg, mkr, mgentile555, November 14; 2006, JSB; Sukrit, 2:35, 2:39, c/m, Fantastic Novels, bimonthly, , , , Nov '40, , 1-3, , U, 
http://static.free-dissociation.com/magventory/mag-096.jpg, mkr, mgentile555, November 14; 2006, JSB; Sukrit, 2:35, 2:39, c/m, Fantastic Novels, bimonthly, , , , Nov '48, Jan '49, 2-4, 2-5, U, 
http://static.free-dissociation.com/magventory/mag-096.jpg, mkr, mgentile555, November 14; 2006, JSB; Sukrit, 2:35, 2:39, c/m, Fantastic Novels, bimonthly, , , , July '49, Sept '49, 3-2, 3-3, U, 
http://static.free-dissociation.com/magventory/mag-096.jpg, mkr, mgentile555, November 14; 2006, JSB; Sukrit, 2:35, 2:39, c/m, Fantastic Novels, bimonthly, , , , July '50, , 4-2, , U, 
http://static.free-dissociation.com/magventory/mag-096.jpg, mkr, mgentile555, November 14; 2006, JSB; Sukrit, 2:35, 2:39, c/m, Fantastic Novels, bimonthly, , , , Jan* '51, , 4-5, , U, 
http://static.free-dissociation.com/magventory/mag-096.jpg, mkr, mgentile555, November 14; 2006, JSB; Sukrit, 2:35, 2:39, c/m, Fantastic Novels, bimonthly, , , , Apr '51, , 4-6, , U, 
http://static.free-dissociation.com/magventory/mag-096.jpg, mkr, mgentile555, November 14; 2006, JSB; Sukrit, 2:35, 2:39, c/m, Fantastic Novels, bimonthly, , , , June '51, , 5-1, , U, 
http://static.free-dissociation.com/magventory/mag-097.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:40, 2:47, c/m, Fantastic Universe, bimonthly; shifts to monthly, , , , 6-7 '53, 10-11 '53, 1-1, 1-3, U, 
http://static.free-dissociation.com/magventory/mag-097.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:40, 2:47, c/m, Fantastic Universe, bimonthly; shifts to monthly, , , , Jan '54, Sept '54, 1-4, 2-2, U, 
http://static.free-dissociation.com/magventory/mag-097.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:40, 2:47, c/m, Fantastic Universe, bimonthly; shifts to monthly, , , , Oct '54, Dec '54, 2-3, 2-5, U, Monthly now
http://static.free-dissociation.com/magventory/mag-097.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:40, 2:47, c/m, Fantastic Universe, bimonthly; shifts to monthly, , , , Apr '55, , 3-3, , U, 
http://static.free-dissociation.com/magventory/mag-097.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:40, 2:47, c/m, Fantastic Universe, bimonthly; shifts to monthly, , , , June '55, Dec '55, 3-5, 4-5, U, 
http://static.free-dissociation.com/magventory/mag-097.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:40, 2:47, c/m, Fantastic Universe, bimonthly; shifts to monthly, , , , Jan '56, June '56, 4-6, 5-5, U, 
http://static.free-dissociation.com/magventory/mag-097.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:40, 2:47, c/m, Fantastic Universe, bimonthly; shifts to monthly, , , , Aug '56, Sept '56, 6-1, 6-2, U, 
http://static.free-dissociation.com/magventory/mag-097.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:40, 2:47, c/m, Fantastic Universe, bimonthly; shifts to monthly, , , , Nov '56, , 6-4, , U, 
http://static.free-dissociation.com/magventory/mag-097.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:40, 2:47, c/m, Fantastic Universe, bimonthly; shifts to monthly, , , , Feb '57, Sept '57, 7-2, 8-3, U, 
http://static.free-dissociation.com/magventory/mag-097.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:40, 2:47, c/m, Fantastic Universe, bimonthly; shifts to monthly, , , , Dec '57, Jan '58, 8-6, 9-1, U, 
http://static.free-dissociation.com/magventory/mag-097.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:40, 2:47, c/m, Fantastic Universe, bimonthly; shifts to monthly, , , , May '58, , 9-5, , U, 
http://static.free-dissociation.com/magventory/mag-097.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:40, 2:47, c/m, Fantastic Universe, bimonthly; shifts to monthly, , , , Nov '58, , 10-5, , U, 
http://static.free-dissociation.com/magventory/mag-097.jpg, mkr, mgentile555, November 19; 2006, JSB + Sukrit, 2:40, 2:47, c/m, Fantastic Universe, bimonthly; shifts to monthly, , , , Oct '59, , 11-6, , U, 
